name,genre,type,episodes,rating
"kaitei daisensou: ai no 20,000 miles","Action, Adventure",Special,1,6.03
kaitei shounen marine,"Action, Adventure, Kids, Sci-Fi",TV,65,6.49
kaitei toshi no dekiru made,Sci-Fi,Movie,1,8.0
kaitou gary no nihonjin kouryakuhou!,Drama,OVA,1,5.54
kaitou jigoma ongaku-hen,Music,Movie,1,4.75
kaitou lupin: 813 no nazo,Mystery,Special,1,6.73
kaitou pride,"Adventure, Comedy, Kids",TV,105,6.75
kaizoku ouji,"Adventure, Shounen",TV,31,7.0
kakinoki mokkii,"Fantasy, Kids",Special,1,4.33
kakko kawaii sengen! specials,Comedy,Special,14,5.13
kakkun cafe,"Comedy, Parody, Slice of Life",Movie,1,5.86
kakuchou shoujo-kei trinary,Mecha,ONA,Unknown,7.5
kakusensou,"Drama, Historical, Kids",OVA,1,8.5
kamaishi no &quot;kiseki&quot;: inochi wo mamoru tokubetsu jugyou,Drama,Special,1,5.0
kamen no marionette-tachi,Dementia,Movie,1,6.75
kamen no ninja akakage,"Action, Fantasy",TV,23,6.89
kamigami no ki,nan,TV,Unknown,4.33
kaminari boy pikkaribee★,"Adventure, Comedy, Kids",TV,54,6.2
kamiusagi rope,"Comedy, Slice of Life",Movie,14,6.0
kamiusagi rope (ona),"Comedy, Slice of Life",ONA,Unknown,6.0
kamiusagi rope 2,"Comedy, Slice of Life",Movie,12,5.41
kamiusagi rope 2 specials,"Comedy, Slice of Life",Special,4,3.67
kamiusagi rope 3,"Comedy, Slice of Life",Movie,12,4.67
kamiusagi rope 3 (ona),"Comedy, Slice of Life",ONA,3,5.76
kamiusagi rope movie episode 0,"Comedy, Slice of Life",ONA,1,4.92
kamiusagi rope specials,"Comedy, Slice of Life",Special,2,4.5
"kamiusagi rope tsuka, natsuyasumi rasuichi tte maji ssuka!?","Adventure, Comedy, Slice of Life",Movie,1,5.58
kamiusagi rope x au collaboration,"Comedy, Slice of Life",ONA,Unknown,5.2
kamiusagi rope x panasonic collaboration,"Comedy, Slice of Life",Movie,1,5.79
kamiusagi rope: warau asa ni wa fukuraitaru tte maji ssuka!?,"Comedy, Slice of Life",TV,Unknown,6.25
kamiwaza wanda,"Kids, Sci-Fi",TV,Unknown,5.29
kamotori gonbee,Kids,Movie,1,3.89
kana kana kazoku,Comedy,ONA,Unknown,5.11
kana kana kazoku shorts: naru haya kakusan kibou,Comedy,ONA,6,4.38
kana kana kazoku x himitsukessha taka no tsume collaboration film,Comedy,ONA,1,4.45
kana kana kazoku: kakusan mare bo ! 1-wa-5-wa oo matome koukai… ka na?,Comedy,ONA,1,5.11
kana kana kazoku: rika in wonderland,Comedy,ONA,1,4.25
kana kana kazoku: shinnen no goaisatsu,Comedy,ONA,1,3.74
kana kana kazoku: stop rubella,Comedy,ONA,1,4.14
kanagatari. kanabakari.: kanadian families,Slice of Life,OVA,1,6.36
kanai,Mecha,ONA,1,4.12
kanashiki mongoose,"Kids, Music",Music,1,3.36
kanbee-kun ga yuku,"Comedy, Historical, Kids",Special,3,4.76
kancolle movie,"Action, Military, School, Sci-Fi, Slice of Life",Movie,1,7.69
kaneko misuzu: yasashisa no fuukei,"Drama, Kids",OVA,1,5.25
kangetsu ittou: akuryou kiri,"Action, Martial Arts, Samurai",OVA,2,5.23
kanimanji engi,Fantasy,Movie,1,4.79
kankara sanshin,"Drama, Historical",Movie,1,8.0
kankou taisen saitama: sakuya no tatakai,nan,ONA,4,4.24
kansuke-san to fushigi na jitensha,"Fantasy, Kids",Movie,1,5.5
kappa kawatarou,"Kids, Supernatural",Movie,1,4.85
kappa no sanpei,"Adventure, Kids, Supernatural",Movie,1,6.11
kappa no suribachi,"Fantasy, Kids",Movie,1,5.0
kappa no ude,nan,Movie,1,4.46
kappamaki,"Comedy, Slice of Life",TV,130,5.43
karakuri kengou den musashi lord,"Action, Adventure, Mecha",TV,50,6.37
karaoke senshi mike-tarou,"Kids, Music",TV,20,7.05
karasu no panya-san/dorobou gakkou,Kids,OVA,2,5.67
karasu no puuta,Kids,TV,Unknown,8.0
karate baka ichidai,"Historical, Martial Arts, Sports",TV,47,7.35
kareshi wa hammerhead shark,"Comedy, Kids, Slice of Life",TV,Unknown,3.78
kariage-kun,"Comedy, Seinen, Slice of Life",TV,59,6.5
karl to fushigi na tou,Kids,TV,26,5.14
karma,Dementia,Movie,1,4.49
karugamo oyako no hi no youjin,"Drama, Kids",OVA,1,5.67
karuizawa syndrome,"Action, Comedy, Drama, Slice of Life",OVA,1,6.27
kasa jizou,"Fantasy, Historical",Movie,1,4.43
kaseifu ga ita.,"Comedy, Shoujo, Slice of Life",OVA,1,4.55
kaseki dorobou to kyouryuuseki,"Adventure, Kids",ONA,1,5.59
kashikokimono,Music,Movie,1,4.93
kasumin,"Fantasy, Kids",TV,26,6.64
kasumin 2nd season,"Fantasy, Kids",TV,26,6.36
katayoku no khronos gear,"Action, Sci-Fi",OVA,1,7.75
katsuobushi dayo jinsei wa,"Kids, Music",Music,1,4.28
katta-kun monogatari,"Adventure, Kids",Movie,1,5.0
katte ni shirokuma,Comedy,OVA,1,6.04
kattobase! dreamers: carp tanjou monogatari,Sports,Movie,1,5.2
kayoe! chuugaku,"Comedy, School",TV,Unknown,6.77
kaze no tabibito,"Drama, Kids",OVA,1,6.33
kaze no you ni,"Drama, Slice of Life",Movie,1,6.14
kazoku robinson hyouryuuki: fushigi na shima no flone specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.24
kazu &amp; yasu hero tanjou,"Drama, Sports",Movie,1,6.67
kemurigusa monogatari,nan,Movie,1,7.33
ken to kaijuu,"Fantasy, Kids, Magic",Special,6,5.67
ken-chan,"Kids, Music",Music,1,4.75
kenji no trunk,"Fantasy, Kids",Movie,1,6.1
kenka no ato wa,"Kids, Music, Romance",Music,1,5.17
kenritsu umisora koukou yakyuubu-in yamashita tarou-kun,Sports,OVA,1,5.67
kentauros no densetsu,"Action, Drama",OVA,1,5.58
kentoushi,"Seinen, Sports",OVA,3,6.25
kero kero keroppi no aladdin to mahou no lamp,"Fantasy, Kids",OVA,1,5.91
kero kero keroppi no bikkuri! obakeyashiki,"Kids, Supernatural",OVA,1,5.54
kero kero keroppi no boku-tachi no takaramono,"Fantasy, Kids",OVA,1,6.5
kero kero keroppi no bouken: pink no kinoko,"Fantasy, Kids",OVA,1,6.15
kero kero keroppi no christmas eve no okurimono,"Fantasy, Kids",OVA,1,6.1
kero kero keroppi no dai bouken,"Adventure, Fantasy, Kids",OVA,1,6.0
kero kero keroppi no daibouken: fushigi na mame no ki,"Adventure, Comedy, Kids",Movie,1,6.11
kero kero keroppi no ganbare! keroppooz,"Fantasy, Kids, Sports",OVA,1,6.0
kero kero keroppi no gulliver no bouken,"Adventure, Fantasy, Kids",OVA,1,6.21
kero kero keroppi no kero kero house no himitsu,"Fantasy, Kids",OVA,1,6.84
kero kero keroppi no kyouryuu ga deta,"Fantasy, Kids",OVA,1,6.1
kero kero keroppi no mitsubachi daisoudou,"Fantasy, Kids",OVA,1,6.17
kero kero keroppi no robin hood,"Fantasy, Kids",OVA,1,6.49
kero kero keroppi no sanjuushi,"Fantasy, Kids",Movie,1,6.3
kero kero keroppi no sora tobu yume no fune,"Fantasy, Kids",OVA,1,6.62
kero kero keroppi no sora wo tobetara,"Adventure, Kids",OVA,1,6.45
kero kero keroppi no tomodachi ni narou yo,"Fantasy, Kids",OVA,1,5.92
kero kero keroppi no tomodachi wa mahoutsukai,"Kids, Magic",OVA,1,5.73
kero kero keroppi no tomodachitte ii na,Kids,OVA,1,6.31
kero kero keroppi no yowamushi-ouji no daibouken,"Adventure, Fantasy, Kids",OVA,1,6.21
kero kero keroppi: hasunoue town kiki ippatsu!,"Fantasy, Kids",TV,6,6.62
keshikasu-kun,"Comedy, Kids",TV,Unknown,4.63
ketsuinu,Comedy,TV,13,5.04
ki renka,"Demons, Drama",Movie,1,4.13
ki-fighter taerang,"Adventure, Kids",TV,26,5.92
kibun wa uaa jitsuzai ol kouza,"Comedy, Seinen",OVA,1,5.83
kick no oni,"Shounen, Sports",TV,26,7.25
kick no oni (1971),"Shounen, Sports",Movie,1,4.78
kick off 2002,Sports,TV,26,6.5
kie saranu kizuato: hi no umi osaka,"Historical, Kids",OVA,1,8.67
kigyou senshi yamazaki: long distance call,"Drama, Sci-Fi, Seinen",OVA,1,5.92
"kii-chan watashi, umarete kite yokatta!","Drama, Kids",OVA,1,7.25
kikansha sensei,"Comedy, School, Slice of Life",Movie,1,6.67
kikansha yaemon,"Fantasy, Kids",Movie,1,5.64
kikansha yaemon: d51 no daibouken,"Fantasy, Kids",Movie,1,5.31
kiki to lala no aoi tori,Kids,Movie,1,6.12
kiki to lala no habatake! pegasus,"Kids, Magic",OVA,1,5.65
kiki to lala no hakuchouza no ohimesama,Kids,OVA,1,5.0
kiki to lala no hansel to gretel,Kids,OVA,1,4.0
kiki to lala no hoshi no dance shoes,"Kids, Music",OVA,1,4.75
kiki to lala no mamatte suteki!,"Kids, Magic",OVA,1,5.43
kiki to lala no ohimesama ni naritai,Kids,OVA,1,5.65
kiki to lala no papa to mama ni aitai,Kids,OVA,1,4.88
kikou heidan j-phoenix: pf lips shoutai,"Comedy, Mecha",OVA,3,5.61
kiku-chan to ookami,"Adventure, Historical",Special,1,6.35
kimama ni idol,Music,OVA,1,6.19
kimezou no kimarimonku ja kimaranee.,Comedy,ONA,12,4.91
kimezou no kimarimonku ja kimaranee. featuring sabu-otoko,Comedy,ONA,12,5.0
kiminari dousuru? yuukai itazura: sarenai tame ni,"Drama, Kids",OVA,1,7.0
kimoshiba,Comedy,TV,Unknown,7.0
kimu no juujika,"Drama, Historical",Movie,1,7.5
king kong: 001/7 tom thumb,"Adventure, Sci-Fi",TV,26,5.0
king of prism by pretty rhythm short anime,"Comedy, Fantasy, Music",Special,1,5.78
kiniro mosaic: pretty days,"Comedy, School, Slice of Life",Movie,1,7.23
kiniro no kujira,"Drama, Kids",OVA,1,5.67
kinken chochiku shiobara tasuke,Historical,Movie,1,4.21
kinnikuman: haresugata! seigi choujin,"Action, Comedy, Shounen, Sports",Movie,1,6.3
kinnikuman: seigi choujin vs. kodai choujin,"Action, Comedy, Shounen, Sports",Movie,1,6.44
kinnikuman: seigi choujin vs. senshi choujin,"Action, Comedy, Shounen, Sports",Movie,1,6.22
kinpatsu no jeanie,"Drama, Historical",TV,13,6.53
kintarou,Drama,Movie,1,5.93
"kinyoru, abe reiji: heikinteki na salaryman no ijou na nichijou",Comedy,TV,5,4.14
"kinyoru, abe reiji: heikinteki na salaryman no ijou na nichijou (ona)","Cars, Comedy",ONA,2,4.31
kirin ashita no calendar,"Historical, Kids",TV,1306,6.43
kirin monoshiri yakata,Kids,TV,1565,5.56
kirin no otenki mama-san,Fantasy,Special,12,3.53
kissaten soudou,Comedy,ONA,1,3.46
kitakaze to taiyou,Kids,Movie,1,4.56
kitsune no home run ou,"Kids, Sports",Movie,1,4.16
kitsune no kan chigai,"Drama, Kids",OVA,1,5.67
kitsune to budou,"Drama, Kids",OVA,1,5.8
kitsutsuki: the ten hole stories,Dementia,Movie,1,4.53
kitty to daniel no odoru santa-san no himitsu,"Fantasy, Kids",OVA,1,6.2
kitty to daniel no suteki na christmas,Kids,OVA,1,6.4
kitty to mimmy no happy birthday,"Fantasy, Kids",OVA,1,6.54
kitty-chan wo sagase! toyama-shi stamp rally,Comedy,ONA,1,4.25
kiyakiya,Psychological,Music,1,5.67
kizu darake no tenshi-tachi,"Comedy, Ecchi, Parody, Seinen",OVA,1,5.38
kizuna (ona),Drama,ONA,1,5.13
kizuna: ningen no uta part 2,"Drama, Kids",OVA,1,7.0
kkomaeosa ttori,"Action, Adventure, Drama, Fantasy, Historical, Magic, Shounen",Movie,1,4.5
kkureogi balmyeongwang,"Action, Mecha, Sci-Fi, Shounen",Movie,1,3.5
kkurukkuruwa chingudeul,"Adventure, Comedy, Kids, Slice of Life",TV,13,4.2
kobito to ao mushi,"Kids, Music",Movie,1,6.43
kobo-chan,"Comedy, Kids, Slice of Life",TV,63,6.72
kobutori,"Comedy, Demons",Movie,1,5.38
kobutori (1957),nan,Movie,1,4.75
kochinpa! dainiki,Comedy,TV,24,3.4
kochira katsushikaku kameari kouenmae hashutsujo: hashire! ryoutsu-shiki chinchin densha,"Comedy, Police",Special,1,7.0
kochira katsushikaku kameari kouenmae hashutsujo: maguro no notta keikan,"Comedy, Police",Special,1,6.96
kochira katsushikaku kameari kouenmae hashutsujo: mezase! kameari superstar!! ryoutsu-shiki aidoru h,"Comedy, Police",Special,2,7.0
kochira katsushikaku kameari kouenmae hashutsujo: ryou-san no sushi kuinee! - choujyou maguro taiket,"Comedy, Police",Special,2,6.64
kochira katsushikaku kameari kouenmae hashutsujo: ryou-san to chyuuken rakkii monogatari - kameari d,"Comedy, Police",Special,1,7.29
"kochira katsushikaku kameari kouenmae hashutsujo: ryoutsu no asakusa rinyuuaru daisakusen!! - aa, om","Comedy, Police",Special,1,7.05
kochira katsushikaku kameari kouenmae hashutsujo: ryoutsu vs. nakimushi aidoru!? nihon ikkai dai-sug,"Comedy, Police",Special,1,6.95
kochira katsushikaku kameari kouenmae hashutsujo: shiiron tankentai! sumidagawa no chikai - omoide n,"Comedy, Police",Special,2,7.2
kochira katsushikaku kameari kouenmae hashutsujo: the final - ryoutsu kakichi saigo no hi,"Comedy, Police, Shounen, Slice of Life",Special,1,7.77
kochira katsushikaku kameari kouenmae hashutsujo: washi to ore!? - bokura wa asakusa shounen tanteid,"Comedy, Police",Special,2,7.18
kochira tamago outou negaimasu,"Comedy, School",OVA,1,4.5
kodanuki ponpo,"Kids, Music",Music,1,4.86
koe wo kikasete,"Drama, Kids",OVA,1,8.33
kogitsune no okurimono,"Drama, Fantasy, Kids",OVA,1,6.5
kogitsune no shouboutai,"Drama, Fantasy, Kids",OVA,1,6.67
koguma no misha,"Adventure, Comedy, Drama, Kids",TV,26,6.42
koha ginjiro,"Action, Drama, School, Shounen",OVA,3,5.6
koishite!! namashi-chan,"Kids, Slice of Life",TV,Unknown,6.14
kojin toshi,Dementia,Movie,1,3.79
kokoro no catchball,"Kids, Sports",OVA,1,7.33
kokoro no chikara,"Adventure, Historical, Romance",Movie,1,4.49
kokoro no hanataba,Kids,OVA,1,7.5
kokoro no koukyougaku,"Drama, Kids",OVA,1,6.33
kokoroya,"Kids, Psychological, Sci-Fi",OVA,1,8.0
kokuen,"Drama, Music",Music,1,4.52
komatsu sakyo anime gekijou,"Comedy, Parody, Sci-Fi, Space",TV,24,5.17
konchuu monogatari tentoumu chu! to mitsubachi hatsu chu!,Music,TV,10,5.47
konchuu tsurezuregusa,"Kids, Slice of Life",OVA,1,5.8
konna ko iru kana,Kids,TV,Unknown,4.0
konna watashitachi ga nariyuki de heroine ni natta kekka www,"Comedy, Fantasy",Movie,1,5.5
konna watashitachi ga nariyuki de heroine ni natta kekka www (tv),"Comedy, Fantasy",TV,12,5.53
konna watashitachi ga nariyuki de heroine ni natta kekka www (tv): heroine kentei,"Comedy, Fantasy",ONA,11,4.78
kono mayonnaise wa yuru sugiru,Dementia,Movie,1,4.25
kono sekai no katasumi ni,"Drama, Historical",Movie,1,8.14
kono shihai kara no sotsugyou: ozaki yutaka,"Historical, Slice of Life",OVA,1,5.63
kono sora no shita de,"Drama, Kids",OVA,1,6.33
konpeki no kantai: sourai kaihatsu monogatari,"Historical, Military",Special,1,6.45
konpora kid,"Comedy, Kids, Sci-Fi",TV,26,5.75
koori no kuni no misuke,"Adventure, Kids",Movie,1,6.0
koro koro kuririn no inaka no nezumi tokai no nezumi,"Fantasy, Kids",OVA,1,5.65
korogashi ryouta,"Action, Comedy, Seinen",OVA,3,5.9
korokoro animal,Kids,TV,60,6.0
korokoro animal 2,Kids,TV,51,4.67
kosys! kochira keihime tetsudou: kouhou system-ka,"Comedy, Slice of Life",ONA,2,4.6
kosys! lite: tsuyoku suishou bansaku no sunglasses - password tsukai-mawashi no jutsu,"Comedy, Slice of Life",ONA,1,5.4
kotatsu neko,Comedy,TV,26,5.07
kotencotenco,"Adventure, Comedy, Fantasy, Kids, Magic",TV,52,6.18
koto nakare hero gingerman,Comedy,TV,12,3.8
kotori samba,"Comedy, Music",TV,240,6.75
kotowaza gundam-san,"Comedy, Mecha, Parody",ONA,17,6.13
kotowaza house,"Comedy, Slice of Life",TV,773,5.63
kouchuu ouja mushiking super battle movie: yami no kaizou kouchuu,"Adventure, Fantasy",Movie,1,5.94
kouchuu ouja mushiking: greatest champion e no michi,"Adventure, Fantasy",Movie,1,5.47
kougyou aika volley boys,"Comedy, School, Seinen, Sports",OVA,2,5.64
koume-chan ga iku!,"Comedy, Romance, Slice of Life",TV,12,5.9
kousagi monogatari,"Comedy, Kids",Movie,1,6.2
koutetsu no vendetta episode 0,"Action, Mecha, Military, Sci-Fi",ONA,1,6.09
kozaru no buranko,Kids,Movie,1,4.95
kubbe kort animasjon,Fantasy,ONA,24,5.64
kubbe no ongakukai,"Fantasy, Music",ONA,1,4.62
kubire 3 sisters,Comedy,Special,7,3.0
kuiba ii: dazhan yuan yang jie,"Action, Adventure, Fantasy, Kids",Movie,1,7.0
kuiba iii: zhanshen jueqi,"Action, Adventure, Fantasy, Kids",Movie,1,6.82
kujakuou: sengoku tensei,"Action, Demons, Historical, Supernatural",ONA,1,4.33
kujira,Adventure,Movie,1,5.74
kujira no josephina,"Adventure, Fantasy",TV,23,6.53
kuma no gakkou: jackie to katie,"Comedy, Kids",Movie,1,6.33
kuma no minakuro to kouhei jiisan,"Drama, Kids",OVA,1,6.33
kuma no puutarou,Comedy,TV,30,6.3
kumo ni noru,"Action, Seinen",OVA,2,5.18
kumo no ito,Fantasy,Movie,1,5.8
kumo no ito (ova),Fantasy,OVA,1,6.36
kumo no ito (special),Drama,Special,1,6.6
kumori nochi hare,"Drama, Kids",OVA,1,6.33
kuni-chan no ikka ranran,"Drama, Slice of Life",Movie,1,7.5
kunimatsu-sama no otoridai,"Comedy, School, Sports",TV,46,6.88
kupu~!! mamegoma!,Kids,TV,51,6.44
kuripuri*kuripura,Comedy,Movie,1,3.2
kuro,"Kids, Music",Music,1,5.28
kuroi ame ni utarete,"Drama, Historical",Movie,1,6.25
kurokan,Sports,ONA,Unknown,6.64
kurumiwari ningyou (2014),"Drama, Fantasy, Romance",Movie,1,7.0
kuruneko: kurunekobin,"Comedy, Slice of Life",Special,4,6.71
kuruneko: nyaalock holmes no bouken,"Comedy, Slice of Life",Special,4,6.7
kushimitama samurai,"Action, Adventure, Drama, Historical, Samurai",Special,1,5.67
kutsudaru.,"Fantasy, Kids, School, Slice of Life",TV,48,6.03
kutsuya to kobito,"Fantasy, Kids",Movie,1,5.06
kuwagata tsumami,Comedy,ONA,84,6.5
kuzuryuugawa to shounen,"Drama, Historical",OVA,1,7.75
kwaegeol longman narongi,"Adventure, Kids",TV,52,7.43
kyojin no hoshi (movie),"Drama, Sports",Movie,1,6.13
kyojin no hoshi: chizome no kesshousen,"Drama, Sports",Movie,1,6.25
kyojin no hoshi: dai league ball,"Drama, Sports",Movie,1,5.86
kyojin no hoshi: ike ike hyuuma,"Drama, Sports",Movie,1,6.57
kyojin no hoshi: shukumei no taiketsu,"Drama, Sports",Movie,1,4.75
kyoro-chan no jishin youjin hi no youjin,"Drama, Fantasy, Kids",OVA,1,6.88
kyoufu no kyou-chan,"Comedy, Parody",TV,7,4.58
kyoufu shinbun,"Horror, Shounen",OVA,2,5.38
kyoufu! zombie neko,Comedy,TV,Unknown,5.71
kyouryoku boukuusen,"Action, Historical, Military",Movie,1,3.57
kyouryou pikora,"Adventure, Kids",Special,1,3.93
kyouryuu wakusei,"Adventure, Fantasy, Historical, Sci-Fi",TV,60,6.5
kyoushitsu wa obake ga ippai/boku wa yuusha da zo,"Fantasy, Kids, Supernatural",OVA,1,6.5
kyubi no kitsune to tobimaru (sesshoseki),"Demons, Fantasy",Movie,1,7.0
kyuumei senshi nanosaver,"Adventure, Shounen",TV,28,5.75
l/r: licensed by royal special,"Action, Adventure, Mystery, Police",Special,1,6.36
la vilaine lulu,Comedy,Special,13,4.5
lan mao,"Adventure, Comedy",TV,Unknown,6.04
lao fu zi fan dou zhen tan,"Comedy, Seinen",Movie,1,5.94
lao fu zi shui hu chuan,"Comedy, Historical, Seinen",Movie,1,6.71
lao fu zi zhi xiao shui hu chuan qi,"Comedy, Seinen",Movie,1,6.15
larva 2nd season,Comedy,TV,34,7.05
larva 3rd season,Comedy,TV,26,7.09
learn to love,Dementia,Movie,1,5.5
legend of basara: shinbashi theater,Comedy,Special,1,6.31
legend of the moles: the frozen horror,"Adventure, Fantasy, Kids",Movie,1,6.0
legend of the moles: the treasure of scylla,"Adventure, Fantasy, Kids",Movie,1,7.2
lemon angel yj-ban,"Romance, School",OVA,2,5.71
lena lena,Slice of Life,TV,13,5.33
"letchu, getchu, saru getchu",Comedy,TV,76,5.05
"letchu, getchu, saru getchu episode 0",Comedy,Special,1,3.52
licca-chan to mahou no kuni,"Fantasy, Kids",ONA,7,4.38
life!,"Comedy, Slice of Life",TV,Unknown,5.25
lightning atom,"Action, Kids, Super Power",Movie,1,5.11
lina poe poe,Music,Music,1,3.93
linetown,Comedy,TV,50,6.18
little charo,Slice of Life,TV,50,6.57
little charo 2,Slice of Life,TV,50,6.3
little charo: touhoku-hen,Kids,TV,12,6.25
"little polar bear: shirokuma-kun, doko e?","Adventure, Fantasy, Kids",Movie,1,6.56
"little polar bear: shirokuma-kun, fune ni noru","Adventure, Fantasy, Kids",OVA,1,5.78
little twins,"Adventure, Kids",OVA,3,6.0
little twins: bokura no natsu ga tondeiku,"Adventure, Kids",Movie,1,6.71
liv &amp; bell,"Adventure, Kids",Special,3,6.5
lolling seutajeu,"Kids, Sports",TV,26,5.6
lolling seutajeu (movie),"Kids, Sports",Movie,1,6.0
long zai na li,"Adventure, Comedy",Movie,1,7.5
lord of vermillion iii special anime movie,"Action, Adventure, Fantasy",Special,1,5.39
love will find the way back home,Music,Music,1,4.89
lovely movie: itoshi no muco season 2,Slice of Life,TV,22,5.58
lovely movie: itoshi no muco specials,Slice of Life,Special,3,4.67
lulin da maoxian,"Adventure, Fantasy",Movie,1,6.5
luo xiao hei zhan ji,"Comedy, Supernatural",ONA,Unknown,7.4
lupin shanshei pilot,"Comedy, Parody",Special,1,5.5
ma shen,"Drama, Game",ONA,Unknown,6.0
maabou no shounen koukuu tsuwamono,Historical,Movie,1,5.88
mabeob chunjamun: daemawangui buhwaleul magala,nan,Movie,1,4.6
mabeobsaui adeul koli,"Adventure, Comedy, Fantasy",TV,13,4.2
maboroshi mabo-chan,"Adventure, Fantasy, Kids",TV,24,6.0
mach girl,"Cars, Comedy",TV,26,5.47
machi ichiban no kechinbou,"Drama, Historical, Music, Supernatural",Special,1,5.61
machine robo: butchigiri battle hackers,"Action, Mecha, Sci-Fi",TV,31,6.22
"machine robo: leina, the legend of wolf blade","Action, Martial Arts, Mecha, Super Power",OVA,3,6.25
made in japan,Comedy,Movie,1,4.43
madou king granzort: nonstop rabi,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",Special,1,6.71
maegami tarou,Adventure,Special,1,6.08
"maemilggot, unsu joeun nal, geurigo bombom","Drama, Slice of Life",Movie,1,5.5
magical hat,"Adventure, Comedy, Fantasy, Kids",TV,33,5.3
magical music train,Music,Music,1,3.53
magical puuta no hi asobi wa abunai yo,"Drama, Kids, Magic",OVA,1,6.2
magical suite prism nana,Magic,OVA,7,7.93
magical★taruruuto-kun movie,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,6.0
magical★taruruuto-kun: moeru! yuujou no mahou taisen,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,6.6
magical★taruruuto-kun: sukisuki takoyaki!,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,6.5
mahjong hishouden: naki no ryuu,"Action, Drama, Game, Seinen",OVA,3,6.39
mahou no princess minky momo: hitomi no seiza - minky momo song special,"Magic, Music, Shoujo",Music,1,5.49
mahou no princess minky momo: yume wo dakishimete specials,"Magic, Shoujo",Special,3,6.0
mahou no star magical emi: finale! finale!,"Comedy, Magic, Shoujo",OVA,1,6.0
mahou no tenshi creamy mami no otogibanashi,"Fantasy, Magic, Shoujo",Special,1,5.05
mahou no tenshi creamy mami: perfect memory,"Parody, Shoujo, Slice of Life",OVA,1,5.0
mahou no yousei persia pilot,Magic,Special,1,5.09
mahoutsukai haley no speed story,"Fantasy, Kids, Magic",Movie,1,6.06
mahoutsukai precure! movie,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",Movie,1,7.71
maji,"Drama, Shounen",OVA,3,6.17
majin sentai death ranger: ubawareta pudding!,"Action, Comedy",ONA,1,3.79
majo demo steady,"Comedy, Ecchi, Magic, Romance",OVA,1,5.45
mak dau boloyao wongzi,Comedy,Movie,1,7.18
mak dau dang dang ban wo xin,Comedy,Movie,1,6.11
mak dau goo si,Comedy,Movie,1,7.02
mak dau wo he wo mama,Comedy,Movie,1,6.25
mak dau xiang dang dang,Comedy,Movie,1,6.81
makehen de! roku-nen san-kumi no hanshin daishinsai,"Drama, Historical, Kids",OVA,1,8.0
makeruna! senta: sayonara ijime mushi,"Drama, Kids",OVA,1,6.0
makiba no shoujo katori specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.5
makkuro na obentou,"Drama, Historical",Movie,1,7.67
mako-chan no koutsuu anzen,"Drama, Kids",Movie,1,3.77
makoto-chan,Comedy,Movie,1,5.41
maku,Dementia,Movie,1,6.18
malay oki kaisen,"Historical, Military",Movie,1,4.21
malta no bouken,"Kids, Slice of Life",TV,12,5.33
mama ohanashi kikasete,"Fantasy, Kids",TV,15,7.4
mameshi-pamyu-pamyu,"Comedy, Parody",Special,9,5.26
mameshiba bangai-hen,"Comedy, Music",Special,4,5.62
mameshiba gakuen,"Comedy, School",Special,Unknown,5.13
mameshiba the dvd green pea-shiba no kutsujoku,Comedy,OVA,4,5.5
mameshiba x gaist crusher collab cm,"Comedy, Fantasy, Parody",Special,1,5.08
mameushi-kun,"Comedy, Fantasy, Kids",TV,52,6.56
mameushi-kun no koutsuu anzen,"Drama, Kids",OVA,1,6.0
mamimume★mogacho,Kids,TV,13,6.55
manabu no natsuyasumi,"Fantasy, Kids",OVA,1,4.75
mandalaya no ryouta: kukidani onsen enshou soudou tan,"Comedy, Ecchi, Seinen",OVA,2,5.06
manga aesop monogatari,"Adventure, Fantasy, Kids",Movie,1,5.87
manga aesop monogatari (tv),"Comedy, Fantasy, Kids",TV,52,6.5
manga doushite monogatari,"Adventure, Comedy, Kids",TV,100,6.67
manga doushite monogatari ova,"Adventure, Comedy, Kids",OVA,2,5.44
manga hajimete monogatari,"Adventure, Comedy, Historical",TV,305,6.36
manga hajimete monogatari ova,"Adventure, Comedy, Historical",OVA,1,5.8
manga hajimete omoshiro juku,"Adventure, Kids",TV,110,6.68
manga hajimete omoshiro juku ova,"Adventure, Kids",OVA,4,6.11
manga hana no kakarichou,"Comedy, Seinen, Slice of Life",Movie,1,7.33
manga ijin monogatari,Historical,TV,46,6.87
manga jinbutsushi,Historical,TV,365,6.91
manga kodomo bunko,"Drama, Fantasy, Kids",TV,51,6.14
manga kotowaja jiten,"Comedy, Historical",TV,88,6.5
manga mitokoumon,Historical,TV,46,7.15
manga naruhodo monogatari,"Adventure, Kids",TV,102,6.74
manga naruhodo monogatari ova,"Adventure, Kids",OVA,5,6.67
manga nihon emaki,Historical,TV,46,6.17
manga nihon keizai nyuumon,Drama,TV,25,6.67
manga nihonshi,Historical,TV,52,6.2
manga nihonshi (nhk han),Historical,TV,40,7.55
manga nippon mukashibanashi,Historical,TV,12,5.95
